Size,Address,Neighborhood,Rent,Price/Mts2
110, Congreso 2700 ,Belgrano,60000.0,545.5
64, DR. PEDRO IGNACIO RIVERA 4785 ,Villa Ortúzar,36000.0,562.5
120, Posadas al 1100 ,Recoleta,59000.0,491.7
56, MANSILLA 2600 ,Recoleta,28000.0,500.0
117, DEL LIBERTADOR AV. 900 4,Recoleta,68000.0,581.2
117, QUARTIER ORO al 100 ,Palermo,210795.0,1801.7
105, Av. Puerredon 2400 ,Recoleta,45000.0,428.6
78, Peru al 800 ,San Telmo,50000.0,641.0
60, H.Pueyrredon 700 ,Almagro,30346.0,505.8
70, CORRIENTES 2300 ,Once,24200.0,345.7
74, Moldes 2100 ,Belgrano,38000.0,513.5
90, Juncal al 1300 ,Recoleta,30000.0,333.3
75, Cabrera al 3900 ,Palermo,70000.0,933.3
60, H.Pueyrredon 700 ,Flores,30346.0,505.8
55, Mario Bravo 1111 ,Almagro,23000.0,418.2
64, DR. PEDRO IGNACIO RIVERA 4785 ,Belgrano,36000.0,562.5
100, LIBERTAD 735 ,San Nicolás,40000.0,400.0
230, Santos Dumont 3400 ,Colegiales,256620.00000000003,1115.7
80, Riobamba 1100 4° ,Recoleta,40000.0,500.0
110, Congreso 2700 ,Belgrano,60000.0,545.5
97, Bolivar al 800 ,San Telmo,30000.0,309.3
100, Av. Quintana 100 6,Recoleta,70000.0,700.0
106, POSADAS 1100 25,Recoleta,90000.0,849.1
70, julian alvarez 300 ,Paternal,30492.0,435.6
80, Mario bravo 1200 ,Recoleta,35000.0,437.5
66, sucre 2970 ,Belgrano,35000.0,530.3
60, H.Pueyrredon 700 ,Agronomía,30346.0,505.8
76, Guemes al 3300 ,Recoleta,140000.0,1842.1
60, H.Pueyrredon 700 ,Caballito,30346.0,505.8
70, julian alvarez 300 ,Caballito,30000.0,428.6
70, CORRIENTES 2300 ,San Nicolás,24200.0,345.7
80, Mario bravo 1200 ,Recoleta,35000.0,437.5
124, Azucena Villaflor 450 ,Puerto Madero,229125.0,1847.8
60, H.Pueyrredon 700 ,Chacarita,30346.0,505.8
130, Avda. del Libertador 7324 ,Núñez,50000.0,384.6
80, Av. Corrientes 2900 ,Balvanera,33000.0,412.5
150, Juana Manso al 100 ,Puerto Madero,201630.0,1344.2
57, Juncal al 4500 ,Palermo,29000.0,508.8
220, Sucre al 700 ,Belgrano,384930.0,1749.7
100, Callao 1600 ,Recoleta,120000.0,1200.0
140, Pueyrredon al 2400 ,Recoleta,91650.0,654.6
70, Avellaneda al 2000 ,Flores,22000.0,314.3
65, Silvio Ruggieri 2900 ,Palermo,128310.00000000001,1974.0
70, CORRIENTES 2300 ,Congreso,30000.0,428.6
76, ALQUILER DEPTO. BARRIO NORTE 3 AMB + DEPENDENCIA C ,Recoleta,28000.0,368.4
120, Parera al 100 ,Recoleta,80000.0,666.7
70, CORRIENTES 2300 ,Almagro,30492.0,435.6
60, H.Pueyrredon 700 ,Paternal,30346.0,505.8
116, Camila O Gorman 400 ,Puerto Madero,229125.0,1975.2
55, DELGADO 588 ,Colegiales,25000.0,454.5
89, Riobamba 900 ,Recoleta,164970.0,1853.6
107, Cerrito 1100 ,Retiro,91650.0,856.5
60, av de los Incas 4400 ,Colegiales,25000.0,416.7
131, AZUCENA VILLAFLOR 500 ,Puerto Madero,247455.00000000003,1889.0
60, av de los Incas 4400 ,Agronomía,25000.0,416.7
110, Av del Libertador al 3500 ,Palermo,37500.0,340.9
78, UGARTECHE 3000 9,Palermo,55000.0,705.1
90, Libertad 1300 ,Recoleta,155805.0,1731.2
124, Azucena Villaflor 450 ,Puerto Madero,183300.0,1478.2
170, Teodoro Garcia 1700 ,Belgrano,183300.0,1078.2
60, Lavalle 1700 ,San Nicolás,21000.0,350.0
95, Serrano 800 ,Palermo,46800.0,492.6
110, Camila O'Gorman 373 ,Puerto Madero,164970.0,1499.7
125, AIME PAIME al al 1100 ,Puerto Madero,458250.0,3666.0
128, Le Parc Puerto Madero  Azucena Villaflor 400  ,Puerto Madero,256620.00000000003,2004.8
150, AVENIDA DEL LIBERTADOR al 3500 ,Palermo,95000.0,633.3
98, Guemes al 3300 ,Recoleta,180000.0,1836.7
75, Carlos Pellegrini 1300 ,Recoleta,128310.00000000001,1710.8
60, av de los Incas 4400 ,Paternal,25000.0,416.7
65, Estados Unidos al 700 ,San Telmo,25000.0,384.6
135, ALVEAR 1500 6,Recoleta,164970.0,1222.0
63, Arenales al 3400 ,Recoleta,26000.0,412.7
100, Republica Arabe Siria al 3300 ,Recoleta,60000.0,600.0
88, Olga Cossettini 1100 ,Puerto Madero,155805.0,1770.5
145, Juana Manso al 100 ,Puerto Madero,210795.0,1453.8
97, Cerviño al 3600 ,Palermo,155805.0,1606.2
117, Camila O' Gorman 300,Puerto Madero,238290.00000000003,2036.7
70, Cabello 3400 E/paunero y Salguero,Recoleta,137475.0,1963.9
50, Jorge Luis Borges 1800 ,Palermo,40000.0,800.0
60, Olazabal 3400 ,Belgrano,27000.0,450.0
80, Guemes al 3300 ,Palermo,293280.0,3666.0
214, Pierina Dealessi al 500 ,Puerto Madero,366600.0,1713.1
87, Bulnes al 2700 ,Palermo,164970.0,1896.2
54, Aguilar 2390 ,Belgrano,36000.0,666.7
66, Sanchez de Bustamante al 2300 ,Recoleta,26000.0,393.9
70, julian alvarez 300 ,Chacarita,24200.0,345.7
68, REPUBLICA ARABE SIRIA 3200 ,Palermo,50000.0,735.3
72, TUCUMAN 1536 ,San Nicolás,22000.0,305.6
60, Catamarca 500 ,Balvanera,25000.0,416.7
55, Av. Figueroa Alcorta 3000 ,Palermo,32000.0,581.8
62, OLAYA al 1100 ,Caballito,24200.0,390.3
75, Juncal 4690 ,Palermo,80000.0,1066.7
70, CORRIENTES 2300 ,Recoleta,24200.0,345.7
61, av Las Heras 2024 ,Recoleta,40000.0,655.7
61, VUELTA DE OBLIGADO al 1400 ,Belgrano,35000.0,573.8
62, OLAYA al 1100 ,Villa Crespo,24200.0,390.3
100, Migueletes 800 ,Palermo,274950.0,2749.5
78, Arce al 400 ,Palermo,30000.0,384.6
90, Av. Nazca 1830 ,Villa del Parque,28000.0,311.1
60, Quintana al 500 ,Recoleta,137475.0,2291.2
38, AV. CORRIENTES al 1200 ,San Nicolás,24000.0,631.6
200, Repùblica de la India al 3000 ,Palermo,348270.0,1741.4
60, H.Pueyrredon 700 ,Villa Crespo,30346.0,505.8
70, CORRIENTES 2300 ,Balvanera,30000.0,428.6
80, Avenida Martin Comodoro Rivadavia 2360 ,Núñez,100000.0,1250.0
42, Avenida Callao al 700 ,Recoleta,19000.0,452.4
55, Quintana al 200 ,Recoleta,34000.0,618.2
67,  LUIS MARIA CAMPOS 86,Palermo,27500.0,410.4
75, corrientes 4900 ,Palermo,29000.0,386.7
60, Av Los Incas 5153 ,Parque Chas,28000.0,466.7
70, julian alvarez 300 ,Once,24200.0,345.7
135, Pueyrredon 2400 ,Recoleta,108147.0,801.1
114, AV. ALVEAR al 1700  ,Recoleta,183300.0,1607.9
107, Cerrito 1100 ,Recoleta,91650.0,856.5
55, CORONEL DIAZ 2489 ,Recoleta,30000.0,545.5
65, AVENIDA BELGRANO 1469 ,Monserrat,24000.0,369.2
70, Concepción Arenal al 2700 ,Palermo,55000.0,785.7
150, Olga Cossettini 1500 ,Puerto Madero,320775.0,2138.5
50, Pueyrredon 740 ,Balvanera,35000.0,700.0
80, Scalabrini Ortiz al 2700 ,Palermo,27000.0,337.5
70, Parana 1100 7° ,Recoleta,35000.0,500.0
146, San Blas 2100 ,Villa General Mitre,45000.0,308.2
185, Macacha guemes al 300 ,Puerto Madero,540735.0,2922.9
87, Av Pueyrredón al 1700 ,Recoleta,42000.0,482.8
57, Ancon y Av. Dorrego ,Palermo,35000.0,614.0
46, SCALABRINI ORTIZ al 1400 ,Palermo,30000.0,652.2
60, Av. Juan de Garay al 500 ,San Telmo,20000.0,333.3
117, Martha SALOTTI al al 400 ,Puerto Madero,137475.0,1175.0
60, Guardia Vieja ,Almagro,36000.0,600.0
75, Honorio Pueyrredon 843 ,Caballito,32000.0,426.7
114,Avd. Alvear 1700,Recoleta,183300.0,1607.9
51, Republica De Eslovenia 100 ,Palermo,42000.0,823.5
70, Bo. Olímpico ,Villa Lugano,18000.0,257.1
80, Pacheco de Melo Jose A. al 2000 ,Recoleta,36000.0,450.0
190, Azucena Villaflor al 600 ,Puerto Madero,250000.0,1315.8
75, AZCUENAGA al 1400 ,Recoleta,35000.0,466.7
90, JUAN FRANCISO SEGUI al 4600 ,Palermo,160000.0,1777.8
90, Cerrito 1500 E/posadas y DEL Libertador ,Recoleta,45000.0,500.0
51, Republica De Eslovenia 1900 ,Palermo,42000.0,823.5
75, Marcelo Torcuato de Alvear al 2000 ,Recoleta,36000.0,480.0
72, Sinclair al 3200 ,Palermo,119145.00000000001,1654.8
80, Esmeralda al 900 ,Retiro,36000.0,450.0
115, Lola Mora al 400 ,Puerto Madero,125000.0,1087.0
71, Honorio Pueyrredon al 800 ,Caballito,32000.0,450.7
182, Azucena Villaflor al 500 ,Puerto Madero,320775.0,1762.5
65, O´HIGGINS al 2100 ,Belgrano,30000.0,461.5
80, Corvalán 900 3 Ambs al Frente Cochera Movil ,Mataderos,22000.0,275.0
139, LYNCH MARTA al 400 ,Puerto Madero,458250.0,3296.8
61, Laprida al 1300 ,Recoleta,32000.0,524.6
70, Juncal 3500 ,Recoleta,38500.0,550.0
60,Ramón Falcón 2600,Flores,20000.0,333.3
70, Juncal 3500 ,Palermo,38500.0,550.0
66, Charcas al 4700 ,Palermo,50000.0,757.6
87, Juan B Justo al 1000 ,Palermo,146640.0,1685.5
45, MORENO al 2900 ,Balvanera,25000.0,555.6
55, Edificio 6. Columna 2. 9no piso B. ,Villa Riachuelo,14000.0,254.5
62, JUNIN 400 ,Almagro,25000.0,403.2
50, Ayacucho 369 ,Congreso,22000.0,440.0
62, Sarmiento al 3800 ,Almagro,23000.0,371.0
97, FRENCH 2242 ,Recoleta,60000.0,618.6
54, AGUILAR 2600 ,Belgrano,45000.0,833.3
54, LARRAZABAL 100,Liniers,23000.0,425.9
60, Peña 2700 ,Recoleta,25000.0,416.7
148, 11 DE SEPTIEMBRE DE 1888 al 1600 ,Belgrano,229125.0,1548.1
35, Hidalgo 300 2° ,Caballito,14500.0,414.3
52, pueyrredon 700 ,Caballito,30000.0,576.9
53, Velez Sarsfield 161 ,Barracas,17000.0,320.8
57, CARRANZA 1400 ,Palermo,25000.0,438.6
50, DIRECTORIO 4200 ,Parque Avellaneda,15500.0,310.0
54, Venezuela 1800 ,Congreso,18500.0,342.6
45, Monroe 4870 ,Villa Urquiza,21000.0,466.7
50, Armenia 2152 ,Palermo,25300.0,506.0
95, Juan Maria Gutierrez 3900 ,Palermo,75000.0,789.5
60, JULIAN ALVAREZ 2100 ,Palermo,36000.0,600.0
67, Republica de la India al 3000 ,Palermo,36000.0,537.3
130, Av. Pueyrredon 2458 ,Recoleta,82485.0,634.5
90, OLGA COSSETTINI 1300 ,Puerto Madero,75000.0,833.3
58, Montevideo al 1100 ,Recoleta,15000.0,258.6
72, Arenales al 1900 ,Recoleta,45000.0,625.0
65, corrientes 2100 ,San Cristóbal,22000.0,338.5
60, Bolivar al 400 ,Monserrat,30000.0,500.0
208, Macacha Güemes al 300 Madero Center ,Puerto Madero,412425.0,1982.8
75, AV PUEYRREDON 700,Balvanera,26000.0,346.7
67, JUNCAL 2166 ,Recoleta,35000.0,522.4
70, Asamblea al 1100 ,Parque Chacabuco,22000.0,314.3
184, Macacha Güemes al 300 ,Puerto Madero,339105.0,1843.0
62, Quintino Bocayuva 900 ,Boedo,27000.0,435.5
140, Ayacucho al 1800 ,Recoleta,174135.0,1243.8
184, Macacha Güemes al 300 Madero Center ,Puerto Madero,311610.0,1693.5
184, Macacha Güemes al 300 ,Puerto Madero,311610.0,1693.5
85, AV DE LA PLATA 279 ,Caballito,33000.0,388.2
105, Av. Puerredon 2400 ,Recoleta,45000.0,428.6
65, LA PAMPA 5021 ,Villa Urquiza,33000.0,507.7
70, julian alvarez 300 ,Colegiales,30492.0,435.6
55, ECHEVERRIA al 5800 ,Villa Urquiza,25000.0,454.5
55, Bauness 2000 2° ,Villa Urquiza,26000.0,472.7
55, Av.Triunvirato 3600 ,Parque Chas,20000.0,363.6
80, Paraná 1030 ,Recoleta,26000.0,325.0
3, MORENO al 2900 ,Balvanera,25000.0,8333.3
168, marta salotti 500 ,Puerto Madero,320775.0,1909.4
76, Agüero 1862 ,Recoleta,38000.0,500.0
80, Av. Corrientes 2900 ,Balvanera,27900.0,348.8
180, FIGUEROA ALCORTA PRES. AV. 3700 6,Palermo,201630.0,1120.2
70, Independencia al 1800 ,Monserrat,26000.0,371.4
70, Arroyo y Suipacha 000 ,Retiro,229125.0,3273.2
80, Arroyo y Suipacha 000 ,Retiro,238290.00000000003,2978.6
45, Av. Velez Sarfield 161 ,Parque Patricios,17000.0,377.8
57, Avenida San Martin al 5000 ,Villa del Parque,27000.0,473.7
72, Arenales al 1900 ,Recoleta,45000.0,625.0
63, Venezuela 2061 ,Balvanera,24000.0,381.0
56, ACOYTE 600 ,Caballito,27000.0,482.1
78, DORREGO AV. 1800 8,Palermo,45000.0,576.9
60, Helguera 350 ,Flores,21500.0,358.3
70, CAMACUA al 300 ,Flores,27000.0,385.7
60, Juramento 5200 2° ,Villa Urquiza,27000.0,450.0
53, Uriarte 2400 PB ,Palermo,35000.0,660.4
65, RIGLOS al 700 ,Caballito,35000.0,538.5
60, Montevideo 300 ,Congreso,20000.0,333.3
60, Av Santa Fe 3721 ,Palermo,59000.0,983.3
181, Florida 1000 ,Retiro,85000.0,469.6
80, BERUTI 3000 2,Recoleta,32000.0,400.0
44, Melian 3200 ,Coghlan,19500.0,443.2
133, CALLAO AV. 1500 7,Recoleta,78000.0,586.5
60, av de los Incas 4400 ,Villa Urquiza,25000.0,416.7
60, av de los Incas 4400 ,Belgrano,25000.0,416.7
44, Zabala 1700 ,Belgrano,23000.0,522.7
100, Cabello 3200 ,Palermo,48000.0,480.0
70, julian alvarez 300 ,Palermo,24200.0,345.7
84, Montañeses 3150 ,Núñez,137475.0,1636.6
72, Olazabal 5400 ,Villa Urquiza,29800.0,413.9
65, CRISOLOGO LARRALDE 2400 ,Núñez,50000.0,769.2
76, Agüero 1862 ,Recoleta,38000.0,500.0
72, Julian Alvarez 1800 ,Palermo,37000.0,513.9
53, Agüero 1500 ,Recoleta,25000.0,471.7
78, Chacabuco 500 ,Monserrat,22000.0,282.1
78, Av Santa Fe 2700 ,Recoleta,35000.0,448.7
67, CAMARGO al 1100 ,Villa Crespo,22000.0,328.4
85, Tuyu 100 1° ,Liniers,22000.0,258.8
60, av de los Incas 4400 ,Parque Chas,20000.0,333.3
70, Otamendi 0 ,Caballito,21000.0,300.0
63, av. santa fe 4800 ,Palermo,25000.0,396.8
53, Av. San Juan al 3800 ,Boedo,25000.0,471.7
50, Malabia 2400 ,Palermo,32000.0,640.0
65, Billinghurst 1835 ,Recoleta,33000.0,507.7
57, HORTIGUERA 664 ,Caballito,35000.0,614.0
70, julian alvarez 300 ,Villa Crespo,24200.0,345.7
58, Felipe Vallese 400 18° ,Caballito,33000.0,569.0
80, Paraná 1000 ,Recoleta,26000.0,325.0
78, LARREA 864 ,Recoleta,27000.0,346.2
60, Helguera 350 ,Flores,21500.0,358.3
74, SOLDADO DE LA INDEPENDENCIA al 1400 ,Belgrano,28000.0,378.4
70, FONROUGE al 200 ,Liniers,36660.0,523.7
49, Quince de Noviembre 1400 ,Constitución,16000.0,326.5
56, AV. DORREGO al 2600 ,Palermo,35000.0,625.0
47, Vidal 2400 7° ,Belgrano,27000.0,574.5
59, FIGUEROA ALCORTA PRES. AV. 3000 3,Palermo,40000.0,678.0
70, julian alvarez 300 ,Almagro,24200.0,345.7
69, José Antonio Cabrera al 3900 Piso 9° ,Palermo,39500.0,572.5
78, Manuela Pedraza 2010 ,Núñez,50000.0,641.0
60, pedro lozano 2939 ,Villa del Parque,30000.0,500.0
71, acha 1653 ,Villa Urquiza,35000.0,493.0
43, Humberto I 1308 ,Constitución,14500.0,337.2
70, martiniano leguizamon 100 ,Liniers,36000.0,514.3
60, Helguera 350 ,Flores,21500.0,358.3
60, GARCIA DE COSSIO al 6800 ,Liniers,18000.0,300.0
60, O Higgins 2100 ,Belgrano,21000.0,350.0
130, Quintana 80 ,Recoleta,40000.0,307.7
55, Cordoba 2448 ,Recoleta,22000.0,400.0
53, ARRIBEÑOS al 2200 ,Belgrano,22000.0,415.1
55, RIVADAVIA AV 8012 ,Floresta,15880.0,288.7
37, Santiago de las Carreras 45 ,Floresta,16000.0,432.4
84, Ramón L. Falcón 2500 ,Flores,18000.0,214.3
110, MAIPú 700 5,San Nicolás,23500.0,213.6
70, MORENO 786 ,Monserrat,17500.0,250.0
70, Aime Paine 1635 ,Puerto Madero,45000.0,642.9
70, JosÉ Pedro Varela 4300 ,Villa Devoto,28000.0,400.0
62, EL SALVADOR 5512 ,Palermo,25000.0,403.2
65, bonifacio 2300 ,Flores,17900.0,275.4
65, Rodriguez Peña 110 ,Congreso,21000.0,323.1
70, MURGUIONDO al 1500 ,Liniers,17000.0,242.9
54, Avellaneda 1000 ,Caballito,32000.0,592.6
80, Juncal 2200 ,Recoleta,25000.0,312.5
80, AZARA al 600 ,Barracas,22500.0,281.2
63, BULNES 1800 5,Palermo,32000.0,507.9
50, av escalada 37 ,Villa Luro,15000.0,300.0
50, Santiago del estero 1000 ,Monserrat,18000.0,360.0
62, SANTOS DUMONT 2719 ,Colegiales,24000.0,387.1
71, Vuelta de Obligado 4200 ,Núñez,29000.0,408.5
54, VALENTIN GOMEZ 3300 ,Almagro,20000.0,370.4
70, Av. Pedro Goyena 600 ,Caballito,30000.0,428.6
60, AV.ALBERDI J.B. al 7200 ,Mataderos,18000.0,300.0
65, alberdi 2600 ,Flores,21000.0,323.1
55, falcon 2600 ,Flores,16900.0,307.3
80, Lemos 200 ,Chacarita,36000.0,450.0
60,JUAN B.  JUSTO 2225,Villa Crespo,20000.0,333.3
52, Paraguay 3604 ,Palermo,34000.0,653.8
58, VEDIA al 1600 ,Núñez,29000.0,500.0
54, BONPLAND al 2200 ,Palermo,30000.0,555.6
50, CABILDO 4276 ,Núñez,19000.0,380.0
58, Emilio Lamarca 3100 ,Villa del Parque,23000.0,396.6
75, PICHINCHA 1300 ,San Cristóbal,20000.0,266.7
44, Escalada 1000 8° ,Monte Castro,14000.0,318.2
70, senillosa 1900 ,Parque Chacabuco,21900.0,312.9
54, Miralla 2200 ,Mataderos,20000.0,370.4
56, Jose Pedro Varela 4128 ,Villa Devoto,20000.0,357.1
85, Caseros 900 ,Barracas,23000.0,270.6
50, Avenida de los Incas 3900 ,Villa Urquiza,24000.0,480.0
55, Gral paz 8310 8310 ,Villa Devoto,17500.0,318.2
57, AMENABAR al 2800 ,Belgrano,19000.0,333.3
80, BRASIL al 100 ,Barracas,18000.0,225.0
64, Av saenz 400 ,Parque Patricios,20000.0,312.5
55, Nueva York 3393 ,Villa Devoto,21000.0,381.8
68, San Nicolas 4236 ,Villa Devoto,27000.0,397.1
50, VUELTA DE OBLIGADO 2450 ,Belgrano,22000.0,440.0
67, CNEL RAMON L. FALCON 2495 ,Flores,20000.0,298.5
34, Espinosa 2232 ,Paternal,18900.0,555.9
60, Av Directorio 600 ,Caballito,27000.0,450.0
55, Av Mosconi 2836 ,Villa Pueyrredón,21000.0,381.8
41, Av. Independencia 4000 ,Almagro,19500.0,475.6
50, Rivera indarte 181 ,Flores,26000.0,520.0
50, AMENABAR 3220 ,Belgrano,26999.0,540.0
45, Alberti 1600 ,San Cristóbal,15500.0,344.4
60, Av Australia 2942 ,Barracas,20000.0,333.3
51, DIRECTORIO 126 ,Caballito,22000.0,431.4
70, Pres. Tte. Gral. Juan Domingo Perón C1037ACH ADA,Balvanera,18000.0,257.1
60, Argerich 3100 ,Villa del Parque,20000.0,333.3
57, Pavon 1950 ,Constitución,18000.0,315.8
60, Ortega y Gasset 1800 ,Palermo,35000.0,583.3
57, AV CALLAO 300 ,Congreso,20000.0,350.9
60, Araoz Alfaro y Ambrosetti SN ,Caballito,33000.0,550.0
55, Trelles 900 ,Caballito,22000.0,400.0
100, República Árabe Siria 2920 ,Palermo,70000.0,700.0
67, VIRREY OLAGUER 2468 ,Belgrano,25000.0,373.1
27, San Luis 2850 ,Recoleta,22000.0,814.8
53, CABRERA 3840 ,Palermo,35000.0,660.4
50, Av. Forest 435 ,Chacarita,8000.0,160.0
54, Manuel Artigas 5196 ,Villa Luro,17500.0,324.1
51, Av. Escalada 20 ,Villa Luro,18000.0,352.9
70, Anchorena 1300 ,Recoleta,26000.0,371.4
80, Zequeira 6024 ,Mataderos,14000.0,175.0
60, Monroe 4521 ,Villa Urquiza,34500.0,575.0
55, Acoyte 91 ,Caballito,20000.0,363.6
75, AVENIDA LA PLATA 1300 ,Boedo,30000.0,400.0
72, PALESTINA 607 ,Almagro,27000.0,375.0
65, BALBIN 2600 ,Belgrano,32500.0,500.0
70, AV. ESCALADA 4300 ,Villa Lugano,20000.0,285.7
58, Jose luis cantilo 5037 ,Villa Devoto,30000.0,517.2
60, arenales 2800 ,Recoleta,25000.0,416.7
73, Avenida Garay 1264 ,Constitución,17999.0,246.6
76, Gurruchaga 274 ,Villa Crespo,36000.0,473.7
45, Álvarez Thomas 833 ,Colegiales,20000.0,444.4
60, CAMARONES 2800 ,Villa del Parque,23000.0,383.3
55, Esmeralda 900 ,Retiro,18000.0,327.3
78, terrada 925 ,Flores,28000.0,359.0
62, Sanchez de Bustamante 1880 ,Recoleta,27500.0,443.5
70, guemes 3756 ,Palermo,29700.0,424.3
48, Albarellos 2957 ,Villa Pueyrredón,25000.0,520.8
110, Virrey del pino 2100 ,Belgrano,80000.0,727.3
56, Cabildo 3200 ,Belgrano,21900.0,391.1
95, av. Corrientes 4800 ,Villa Crespo,30000.0,315.8
70, Av juan de garay 700 ,San Telmo,25000.0,357.1
74, Av. Libertador 5600 ,Belgrano,53000.0,716.2
120, Pasaje Lomas de zamora 2455 ,Villa Devoto,50000.0,416.7
67, Matheu 1200 ,San Cristóbal,23000.0,343.3
53, Acuña de Figueroa al 100 SN ,Almagro,25000.0,471.7
55, Acuña de Figueroa 151 ,Almagro,25000.0,454.5
70, Rivadavia 10400 ,Villa Luro,21000.0,300.0
60, FRANKLIN D. ROOSEVELT 2585 ,Belgrano,34000.0,566.7
54, Nahuel Huapi 4500 ,Villa Urquiza,37500.0,694.4
96, AVENIDA SANTA FE 3968 ,Palermo,35000.0,364.6
70, Terrada 921 ,Flores,27000.0,385.7
56, Yerbal 5126 ,Villa Luro,15000.0,267.9
67, Matheu 1200 ,San Cristóbal,23000.0,343.3
50, Achaval 200 ,Caballito,28000.0,560.0
80, Conesa 776 ,Colegiales,60000.0,750.0
90, Dragones 2200 ,Belgrano,137475.0,1527.5
100, Figueroa Alcorta 7184 ,Belgrano,60000.0,600.0
79, San Juan 2190 ,San Cristóbal,29000.0,367.1
57, Tucuman 1600 ,Recoleta,18500.0,324.6
80, AZUCENA VILLA FLOR 500 ,Puerto Madero,128310.00000000001,1603.9
70, Curapaligue 60 ,Caballito,27000.0,385.7
90, Valentin Gomez 2600 ,Once,28100.0,312.2
58, Olleros 2454 ,Colegiales,26000.0,448.3
62, juramento 2564 ,Belgrano,25000.0,403.2
50, Rivadavia 5200 ,Caballito,27000.0,540.0
50, ALVAR NUÑEZ 200 ,La Boca,14000.0,280.0
65, Freire 2300 ,Belgrano,24900.0,383.1
63, vidal 2500 ,Belgrano,27700.0,439.7
60, Marcelo t de Alvear 1400 ,Recoleta,35000.0,583.3
80, Gabriela Mistral 2562 ,Villa Pueyrredón,33000.0,412.5
56, Rondeau SN ,Parque Patricios,23000.0,410.7
52, Av entre Rios 1000 1000 ,San Cristóbal,22600.0,434.6
62, andres vallejos 3000 ,Villa Pueyrredón,33000.0,532.3
55, Plaza 3969 ,Saavedra,20000.0,363.6
45, Senillosa 500 ,Caballito,18000.0,400.0
60, corvalan 108 ,Villa Luro,20000.0,333.3
50, C. Ramirez 5800 ,Villa Lugano,12000.0,240.0
60, Cnel. Ramón Falcón 2800 ,Flores,26000.0,433.3
70, cramer 355 ,Colegiales,24000.0,342.9
49, av soldado de la frontera 5100 ,Villa Lugano,12900.0,263.3
68, Patron 5800 ,Villa Luro,25800.0,379.4
50, GUAYAQUIL al 100 ,Caballito,22000.0,440.0
70, Montañeses 1900 ,Belgrano,26000.0,371.4
40, Argerich 2900 ,Villa del Parque,21000.0,525.0
40, Carlos Calvo 600 2° ,San Telmo,19000.0,475.0
53, Yerbal 5126 ,Villa Luro,16000.0,301.9
62, RAMÓN FALCÓN 3400 ,Floresta,17500.0,282.3
60, Salguero 800 ,Palermo,30000.0,500.0
60, Avenida General Paz 13100 9° ,Mataderos,16000.0,266.7
53, Independencia al 4000 ,Boedo,18000.0,339.6
54, Escalada 19 ,Villa Luro,17000.0,314.8
45, Santander 3000 1° ,Flores,18000.0,400.0
40, Castelli 256 ,Balvanera,16500.0,412.5
44, Asunción 3214 ,Villa del Parque,19500.0,443.2
45, Santander 3000 1° ,Flores,17000.0,377.8
60, Membrillar 275 8º E,Flores,18000.0,300.0
50, Ciudad de la Paz 2900 ,Belgrano,24000.0,480.0
56, Rivadavia al 4700 ,Caballito,17000.0,303.6
47, Boedo 1707 ,Boedo,20000.0,425.5
71, Achaval 200 ,Caballito,33000.0,464.8
55, Rivadavia 3217 ,Almagro,23000.0,418.2
46, AV. Velez Sarsfield N° al 100 ,Parque Patricios,16000.0,347.8
56, AVDA.GAONA 1300 2,Caballito,28000.0,500.0
50, Tacuari al 2000 ,Barracas,19000.0,380.0
50, Santander 3000 2° ,Flores,17000.0,340.0
70, Andrés Lamas 1947 ,Paternal,20000.0,285.7
80, Av. Directorio al 1300 ,Caballito,24500.0,306.2
60, Nicolas Repetto al 300 ,Caballito,20000.0,333.3
59, Vallejos al 4400 ,Villa Devoto,29800.0,505.1
53, Av. Rivadavia al 4390 ,Caballito,21000.0,396.2
61, Estado de Israel al 4700 ,Villa Crespo,25000.0,409.8
55, Chile al 800 ,San Telmo,24000.0,436.4
55, Zapiola 2300 ,Belgrano,30000.0,545.5
57, lascano 2900 ,Villa del Parque,30000.0,526.3
65, sayos 5684 ,Villa Lugano,18000.0,276.9
56, Mendez de Andes 1793 ,Caballito,21000.0,375.0
40, Mexico 2000 PB ,Balvanera,20000.0,500.0
46, Av. Jujuy 2090 5ºB,Parque Patricios,20000.0,434.8
60, Panama 900 ,Almagro,18000.0,300.0
45, Santander 3000 1° ,Flores,17000.0,377.8
55, calderon de la barca 1476 ,Monte Castro,21000.0,381.8
60, Salguero 800 ,Almagro,20000.0,333.3
50, Centenera al 600 ,Caballito,19000.0,380.0
50, Habana 4300 ,Villa Devoto,20000.0,400.0
80, Bulnes 1982 ,Palermo,32000.0,400.0
80, Dolores 9 ,Floresta,18000.0,225.0
54, Humberto 1° al 600 ,San Telmo,23000.0,425.9
60, Zabala 1700 ,Belgrano,22000.0,366.7
50, Santiago DEL Estero N° al 1400 ,Constitución,14000.0,280.0
77, Guayaquil 746 ,Caballito,25000.0,324.7
66, Quevedo N° 3700 ,Villa Devoto,26500.0,401.5
60, PADILLA al 600 ,Villa Crespo,20000.0,333.3
49, Bartolome Mitre al 2700 ,Balvanera,16000.0,326.5
52, Rodo 4200 6° ,Floresta,15000.0,288.5
92, Juana Manso 1300 ,Puerto Madero,70000.0,760.9
53, Cabildo 110,Belgrano,19000.0,358.5
68, Baigorria 2900 1° ,Villa del Parque,25000.0,367.6
64, Ramón L Falcón al 5400 ,Villa Luro,20000.0,312.5
